Object,X,Y,Z,Time
Sun,    9.7218E+08,    4.0700E+09,    0.0000E+00,          268380000.
Jupiter,   -2.3988E+11,   -7.4807E+11,    0.0000E+00,          268380000.
Sun,    9.7148E+08,    4.0710E+09,    0.0000E+00,          268440000.
Jupiter,   -2.3914E+11,   -7.4829E+11,    0.0000E+00,          268440000.
Sun,    9.7077E+08,    4.0720E+09,    0.0000E+00,          268500000.
Jupiter,   -2.3840E+11,   -7.4852E+11,    0.0000E+00,          268500000.
Sun,    9.7006E+08,    4.0729E+09,    0.0000E+00,          268560000.
Jupiter,   -2.3766E+11,   -7.4875E+11,    0.0000E+00,          268560000.
Sun,    9.6936E+08,    4.0739E+09,    0.0000E+00,          268620000.
Jupiter,   -2.3692E+11,   -7.4897E+11,    0.0000E+00,          268620000.
Sun,    9.6865E+08,    4.0749E+09,    0.0000E+00,          268680000.
Jupiter,   -2.3617E+11,   -7.4920E+11,    0.0000E+00,          268680000.
Sun,    9.6794E+08,    4.0758E+09,    0.0000E+00,          268740000.
Jupiter,   -2.3543E+11,   -7.4942E+11,    0.0000E+00,          268740000.
Sun,    9.6723E+08,    4.0768E+09,    0.0000E+00,          268800000.
Jupiter,   -2.3469E+11,   -7.4965E+11,    0.0000E+00,          268800000.
Sun,    9.6653E+08,    4.0778E+09,    0.0000E+00,          268860000.
Jupiter,   -2.3395E+11,   -7.4987E+11,    0.0000E+00,          268860000.
Sun,    9.6582E+08,    4.0787E+09,    0.0000E+00,          268920000.
Jupiter,   -2.3321E+11,   -7.5009E+11,    0.0000E+00,          268920000.
Sun,    9.6511E+08,    4.0797E+09,    0.0000E+00,          268980000.
Jupiter,   -2.3247E+11,   -7.5031E+11,    0.0000E+00,          268980000.
Sun,    9.6440E+08,    4.0806E+09,    0.0000E+00,          269040000.
Jupiter,   -2.3172E+11,   -7.5053E+11,    0.0000E+00,          269040000.
Sun,    9.6369E+08,    4.0816E+09,    0.0000E+00,          269100000.
Jupiter,   -2.3098E+11,   -7.5075E+11,    0.0000E+00,          269100000.
Sun,    9.6298E+08,    4.0826E+09,    0.0000E+00,          269160000.
Jupiter,   -2.3024E+11,   -7.5097E+11,    0.0000E+00,          269160000.
Sun,    9.6227E+08,    4.0835E+09,    0.0000E+00,          269220000.
Jupiter,   -2.2950E+11,   -7.5119E+11,    0.0000E+00,          269220000.
Sun,    9.6156E+08,    4.0845E+09,    0.0000E+00,          269280000.
Jupiter,   -2.2875E+11,   -7.5141E+11,    0.0000E+00,          269280000.
Sun,    9.6086E+08,    4.0854E+09,    0.0000E+00,          269340000.
Jupiter,   -2.2801E+11,   -7.5163E+11,    0.0000E+00,          269340000.
Sun,    9.6015E+08,    4.0864E+09,    0.0000E+00,          269400000.
Jupiter,   -2.2727E+11,   -7.5184E+11,    0.0000E+00,          269400000.
Sun,    9.5944E+08,    4.0874E+09,    0.0000E+00,          269460000.
Jupiter,   -2.2652E+11,   -7.5206E+11,    0.0000E+00,          269460000.
Sun,    9.5873E+08,    4.0883E+09,    0.0000E+00,          269520000.
Jupiter,   -2.2578E+11,   -7.5228E+11,    0.0000E+00,          269520000.
Sun,    9.5801E+08,    4.0893E+09,    0.0000E+00,          269580000.
Jupiter,   -2.2503E+11,   -7.5249E+11,    0.0000E+00,          269580000.
Sun,    9.5730E+08,    4.0902E+09,    0.0000E+00,          269640000.
Jupiter,   -2.2429E+11,   -7.5270E+11,    0.0000E+00,          269640000.
Sun,    9.5659E+08,    4.0912E+09,    0.0000E+00,          269700000.
Jupiter,   -2.2355E+11,   -7.5292E+11,    0.0000E+00,          269700000.
Sun,    9.5588E+08,    4.0921E+09,    0.0000E+00,          269760000.
Jupiter,   -2.2280E+11,   -7.5313E+11,    0.0000E+00,          269760000.
Sun,    9.5517E+08,    4.0931E+09,    0.0000E+00,          269820000.
Jupiter,   -2.2206E+11,   -7.5334E+11,    0.0000E+00,          269820000.
Sun,    9.5446E+08,    4.0940E+09,    0.0000E+00,          269880000.
Jupiter,   -2.2131E+11,   -7.5355E+11,    0.0000E+00,          269880000.
Sun,    9.5375E+08,    4.0950E+09,    0.0000E+00,          269940000.
Jupiter,   -2.2056E+11,   -7.5376E+11,    0.0000E+00,          269940000.
Sun,    9.5304E+08,    4.0959E+09,    0.0000E+00,          270000000.
Jupiter,   -2.1982E+11,   -7.5397E+11,    0.0000E+00,          270000000.
Sun,    9.5232E+08,    4.0969E+09,    0.0000E+00,          270060000.
Jupiter,   -2.1907E+11,   -7.5418E+11,    0.0000E+00,          270060000.
Sun,    9.5161E+08,    4.0978E+09,    0.0000E+00,          270120000.
Jupiter,   -2.1833E+11,   -7.5438E+11,    0.0000E+00,          270120000.
Sun,    9.5090E+08,    4.0988E+09,    0.0000E+00,          270180000.
Jupiter,   -2.1758E+11,   -7.5459E+11,    0.0000E+00,          270180000.
Sun,    9.5019E+08,    4.0997E+09,    0.0000E+00,          270240000.
Jupiter,   -2.1683E+11,   -7.5480E+11,    0.0000E+00,          270240000.
Sun,    9.4947E+08,    4.1007E+09,    0.0000E+00,          270300000.
Jupiter,   -2.1609E+11,   -7.5500E+11,    0.0000E+00,          270300000.
Sun,    9.4876E+08,    4.1016E+09,    0.0000E+00,          270360000.
Jupiter,   -2.1534E+11,   -7.5521E+11,    0.0000E+00,          270360000.
Sun,    9.4805E+08,    4.1026E+09,    0.0000E+00,          270420000.
Jupiter,   -2.1459E+11,   -7.5541E+11,    0.0000E+00,          270420000.
Sun,    9.4733E+08,    4.1035E+09,    0.0000E+00,          270480000.
Jupiter,   -2.1384E+11,   -7.5562E+11,    0.0000E+00,          270480000.
Sun,    9.4662E+08,    4.1044E+09,    0.0000E+00,          270540000.
Jupiter,   -2.1310E+11,   -7.5582E+11,    0.0000E+00,          270540000.
Sun,    9.4591E+08,    4.1054E+09,    0.0000E+00,          270600000.
Jupiter,   -2.1235E+11,   -7.5602E+11,    0.0000E+00,          270600000.
Sun,    9.4519E+08,    4.1063E+09,    0.0000E+00,          270660000.
Jupiter,   -2.1160E+11,   -7.5622E+11,    0.0000E+00,          270660000.
Sun,    9.4448E+08,    4.1073E+09,    0.0000E+00,          270720000.
Jupiter,   -2.1085E+11,   -7.5642E+11,    0.0000E+00,          270720000.
Sun,    9.4376E+08,    4.1082E+09,    0.0000E+00,          270780000.
Jupiter,   -2.1010E+11,   -7.5662E+11,    0.0000E+00,          270780000.
Sun,    9.4305E+08,    4.1091E+09,    0.0000E+00,          270840000.
Jupiter,   -2.0936E+11,   -7.5682E+11,    0.0000E+00,          270840000.
Sun,    9.4233E+08,    4.1101E+09,    0.0000E+00,          270900000.
Jupiter,   -2.0861E+11,   -7.5702E+11,    0.0000E+00,          270900000.
Sun,    9.4162E+08,    4.1110E+09,    0.0000E+00,          270960000.
Jupiter,   -2.0786E+11,   -7.5721E+11,    0.0000E+00,          270960000.
Sun,    9.4090E+08,    4.1120E+09,    0.0000E+00,          271020000.
Jupiter,   -2.0711E+11,   -7.5741E+11,    0.0000E+00,          271020000.
Sun,    9.4019E+08,    4.1129E+09,    0.0000E+00,          271080000.
Jupiter,   -2.0636E+11,   -7.5761E+11,    0.0000E+00,          271080000.
Sun,    9.3947E+08,    4.1138E+09,    0.0000E+00,          271140000.
Jupiter,   -2.0561E+11,   -7.5780E+11,    0.0000E+00,          271140000.
Sun,    9.3876E+08,    4.1148E+09,    0.0000E+00,          271200000.
Jupiter,   -2.0486E+11,   -7.5800E+11,    0.0000E+00,          271200000.
Sun,    9.3804E+08,    4.1157E+09,    0.0000E+00,          271260000.
Jupiter,   -2.0411E+11,   -7.5819E+11,    0.0000E+00,          271260000.
Sun,    9.3732E+08,    4.1166E+09,    0.0000E+00,          271320000.
Jupiter,   -2.0336E+11,   -7.5838E+11,    0.0000E+00,          271320000.
Sun,    9.3661E+08,    4.1176E+09,    0.0000E+00,          271380000.
Jupiter,   -2.0261E+11,   -7.5858E+11,    0.0000E+00,          271380000.
Sun,    9.3589E+08,    4.1185E+09,    0.0000E+00,          271440000.
Jupiter,   -2.0186E+11,   -7.5877E+11,    0.0000E+00,          271440000.
Sun,    9.3518E+08,    4.1194E+09,    0.0000E+00,          271500000.
Jupiter,   -2.0111E+11,   -7.5896E+11,    0.0000E+00,          271500000.
Sun,    9.3446E+08,    4.1204E+09,    0.0000E+00,          271560000.
Jupiter,   -2.0036E+11,   -7.5915E+11,    0.0000E+00,          271560000.
Sun,    9.3374E+08,    4.1213E+09,    0.0000E+00,          271620000.
Jupiter,   -1.9960E+11,   -7.5934E+11,    0.0000E+00,          271620000.
Sun,    9.3302E+08,    4.1222E+09,    0.0000E+00,          271680000.
Jupiter,   -1.9885E+11,   -7.5953E+11,    0.0000E+00,          271680000.
Sun,    9.3231E+08,    4.1232E+09,    0.0000E+00,          271740000.
Jupiter,   -1.9810E+11,   -7.5971E+11,    0.0000E+00,          271740000.
Sun,    9.3159E+08,    4.1241E+09,    0.0000E+00,          271800000.
Jupiter,   -1.9735E+11,   -7.5990E+11,    0.0000E+00,          271800000.
Sun,    9.3087E+08,    4.1250E+09,    0.0000E+00,          271860000.
Jupiter,   -1.9660E+11,   -7.6009E+11,    0.0000E+00,          271860000.
Sun,    9.3015E+08,    4.1260E+09,    0.0000E+00,          271920000.
Jupiter,   -1.9585E+11,   -7.6027E+11,    0.0000E+00,          271920000.
Sun,    9.2943E+08,    4.1269E+09,    0.0000E+00,          271980000.
Jupiter,   -1.9509E+11,   -7.6046E+11,    0.0000E+00,          271980000.
Sun,    9.2872E+08,    4.1278E+09,    0.0000E+00,          272040000.
Jupiter,   -1.9434E+11,   -7.6064E+11,    0.0000E+00,          272040000.
Sun,    9.2800E+08,    4.1287E+09,    0.0000E+00,          272100000.
Jupiter,   -1.9359E+11,   -7.6082E+11,    0.0000E+00,          272100000.
Sun,    9.2728E+08,    4.1297E+09,    0.0000E+00,          272160000.
Jupiter,   -1.9283E+11,   -7.6101E+11,    0.0000E+00,          272160000.
Sun,    9.2656E+08,    4.1306E+09,    0.0000E+00,          272220000.
Jupiter,   -1.9208E+11,   -7.6119E+11,    0.0000E+00,          272220000.
Sun,    9.2584E+08,    4.1315E+09,    0.0000E+00,          272280000.
Jupiter,   -1.9133E+11,   -7.6137E+11,    0.0000E+00,          272280000.
Sun,    9.2512E+08,    4.1324E+09,    0.0000E+00,          272340000.
Jupiter,   -1.9057E+11,   -7.6155E+11,    0.0000E+00,          272340000.
Sun,    9.2440E+08,    4.1333E+09,    0.0000E+00,          272400000.
Jupiter,   -1.8982E+11,   -7.6173E+11,    0.0000E+00,          272400000.
Sun,    9.2368E+08,    4.1343E+09,    0.0000E+00,          272460000.
Jupiter,   -1.8907E+11,   -7.6191E+11,    0.0000E+00,          272460000.
Sun,    9.2296E+08,    4.1352E+09,    0.0000E+00,          272520000.
Jupiter,   -1.8831E+11,   -7.6209E+11,    0.0000E+00,          272520000.
Sun,    9.2224E+08,    4.1361E+09,    0.0000E+00,          272580000.
Jupiter,   -1.8756E+11,   -7.6227E+11,    0.0000E+00,          272580000.
Sun,    9.2152E+08,    4.1370E+09,    0.0000E+00,          272640000.
Jupiter,   -1.8680E+11,   -7.6244E+11,    0.0000E+00,          272640000.
Sun,    9.2080E+08,    4.1379E+09,    0.0000E+00,          272700000.
Jupiter,   -1.8605E+11,   -7.6262E+11,    0.0000E+00,          272700000.
Sun,    9.2008E+08,    4.1389E+09,    0.0000E+00,          272760000.
Jupiter,   -1.8529E+11,   -7.6279E+11,    0.0000E+00,          272760000.
Sun,    9.1936E+08,    4.1398E+09,    0.0000E+00,          272820000.
Jupiter,   -1.8454E+11,   -7.6297E+11,    0.0000E+00,          272820000.
Sun,    9.1864E+08,    4.1407E+09,    0.0000E+00,          272880000.
Jupiter,   -1.8378E+11,   -7.6314E+11,    0.0000E+00,          272880000.
Sun,    9.1792E+08,    4.1416E+09,    0.0000E+00,          272940000.
Jupiter,   -1.8303E+11,   -7.6331E+11,    0.0000E+00,          272940000.
Sun,    9.1720E+08,    4.1425E+09,    0.0000E+00,          273000000.
Jupiter,   -1.8227E+11,   -7.6349E+11,    0.0000E+00,          273000000.
Sun,    9.1648E+08,    4.1434E+09,    0.0000E+00,          273060000.
Jupiter,   -1.8152E+11,   -7.6366E+11,    0.0000E+00,          273060000.
Sun,    9.1575E+08,    4.1444E+09,    0.0000E+00,          273120000.
Jupiter,   -1.8076E+11,   -7.6383E+11,    0.0000E+00,          273120000.
Sun,    9.1503E+08,    4.1453E+09,    0.0000E+00,          273180000.
Jupiter,   -1.8001E+11,   -7.6400E+11,    0.0000E+00,          273180000.
Sun,    9.1431E+08,    4.1462E+09,    0.0000E+00,          273240000.
Jupiter,   -1.7925E+11,   -7.6417E+11,    0.0000E+00,          273240000.
Sun,    9.1359E+08,    4.1471E+09,    0.0000E+00,          273300000.
Jupiter,   -1.7849E+11,   -7.6434E+11,    0.0000E+00,          273300000.
Sun,    9.1287E+08,    4.1480E+09,    0.0000E+00,          273360000.
Jupiter,   -1.7774E+11,   -7.6450E+11,    0.0000E+00,          273360000.
Sun,    9.1214E+08,    4.1489E+09,    0.0000E+00,          273420000.
Jupiter,   -1.7698E+11,   -7.6467E+11,    0.0000E+00,          273420000.
Sun,    9.1142E+08,    4.1498E+09,    0.0000E+00,          273480000.
Jupiter,   -1.7622E+11,   -7.6484E+11,    0.0000E+00,          273480000.
Sun,    9.1070E+08,    4.1507E+09,    0.0000E+00,          273540000.
Jupiter,   -1.7547E+11,   -7.6500E+11,    0.0000E+00,          273540000.
Sun,    9.0998E+08,    4.1516E+09,    0.0000E+00,          273600000.
Jupiter,   -1.7471E+11,   -7.6517E+11,    0.0000E+00,          273600000.
Sun,    9.0925E+08,    4.1525E+09,    0.0000E+00,          273660000.
Jupiter,   -1.7395E+11,   -7.6533E+11,    0.0000E+00,          273660000.
Sun,    9.0853E+08,    4.1534E+09,    0.0000E+00,          273720000.
Jupiter,   -1.7319E+11,   -7.6550E+11,    0.0000E+00,          273720000.
Sun,    9.0781E+08,    4.1543E+09,    0.0000E+00,          273780000.
Jupiter,   -1.7244E+11,   -7.6566E+11,    0.0000E+00,          273780000.
Sun,    9.0708E+08,    4.1553E+09,    0.0000E+00,          273840000.
Jupiter,   -1.7168E+11,   -7.6582E+11,    0.0000E+00,          273840000.
Sun,    9.0636E+08,    4.1562E+09,    0.0000E+00,          273900000.
Jupiter,   -1.7092E+11,   -7.6598E+11,    0.0000E+00,          273900000.
Sun,    9.0564E+08,    4.1571E+09,    0.0000E+00,          273960000.
Jupiter,   -1.7016E+11,   -7.6614E+11,    0.0000E+00,          273960000.
Sun,    9.0491E+08,    4.1580E+09,    0.0000E+00,          274020000.
Jupiter,   -1.6940E+11,   -7.6630E+11,    0.0000E+00,          274020000.
Sun,    9.0419E+08,    4.1589E+09,    0.0000E+00,          274080000.
Jupiter,   -1.6864E+11,   -7.6646E+11,    0.0000E+00,          274080000.
Sun,    9.0346E+08,    4.1598E+09,    0.0000E+00,          274140000.
Jupiter,   -1.6789E+11,   -7.6662E+11,    0.0000E+00,          274140000.
Sun,    9.0274E+08,    4.1607E+09,    0.0000E+00,          274200000.
Jupiter,   -1.6713E+11,   -7.6677E+11,    0.0000E+00,          274200000.
Sun,    9.0201E+08,    4.1616E+09,    0.0000E+00,          274260000.
Jupiter,   -1.6637E+11,   -7.6693E+11,    0.0000E+00,          274260000.
Sun,    9.0129E+08,    4.1625E+09,    0.0000E+00,          274320000.
Jupiter,   -1.6561E+11,   -7.6709E+11,    0.0000E+00,          274320000.
Sun,    9.0056E+08,    4.1634E+09,    0.0000E+00,          274380000.
Jupiter,   -1.6485E+11,   -7.6724E+11,    0.0000E+00,          274380000.
Sun,    8.9984E+08,    4.1643E+09,    0.0000E+00,          274440000.
Jupiter,   -1.6409E+11,   -7.6740E+11,    0.0000E+00,          274440000.
Sun,    8.9911E+08,    4.1652E+09,    0.0000E+00,          274500000.
Jupiter,   -1.6333E+11,   -7.6755E+11,    0.0000E+00,          274500000.
Sun,    8.9839E+08,    4.1661E+09,    0.0000E+00,          274560000.
Jupiter,   -1.6257E+11,   -7.6770E+11,    0.0000E+00,          274560000.
Sun,    8.9766E+08,    4.1670E+09,    0.0000E+00,          274620000.
Jupiter,   -1.6181E+11,   -7.6786E+11,    0.0000E+00,          274620000.
Sun,    8.9694E+08,    4.1678E+09,    0.0000E+00,          274680000.
Jupiter,   -1.6105E+11,   -7.6801E+11,    0.0000E+00,          274680000.
Sun,    8.9621E+08,    4.1687E+09,    0.0000E+00,          274740000.
Jupiter,   -1.6029E+11,   -7.6816E+11,    0.0000E+00,          274740000.
Sun,    8.9549E+08,    4.1696E+09,    0.0000E+00,          274800000.
Jupiter,   -1.5953E+11,   -7.6831E+11,    0.0000E+00,          274800000.
Sun,    8.9476E+08,    4.1705E+09,    0.0000E+00,          274860000.
Jupiter,   -1.5877E+11,   -7.6846E+11,    0.0000E+00,          274860000.
Sun,    8.9403E+08,    4.1714E+09,    0.0000E+00,          274920000.
Jupiter,   -1.5801E+11,   -7.6860E+11,    0.0000E+00,          274920000.
Sun,    8.9331E+08,    4.1723E+09,    0.0000E+00,          274980000.
Jupiter,   -1.5725E+11,   -7.6875E+11,    0.0000E+00,          274980000.
Sun,    8.9258E+08,    4.1732E+09,    0.0000E+00,          275040000.
Jupiter,   -1.5648E+11,   -7.6890E+11,    0.0000E+00,          275040000.
Sun,    8.9185E+08,    4.1741E+09,    0.0000E+00,          275100000.
Jupiter,   -1.5572E+11,   -7.6905E+11,    0.0000E+00,          275100000.
Sun,    8.9113E+08,    4.1750E+09,    0.0000E+00,          275160000.
Jupiter,   -1.5496E+11,   -7.6919E+11,    0.0000E+00,          275160000.
Sun,    8.9040E+08,    4.1759E+09,    0.0000E+00,          275220000.
Jupiter,   -1.5420E+11,   -7.6934E+11,    0.0000E+00,          275220000.
Sun,    8.8967E+08,    4.1768E+09,    0.0000E+00,          275280000.
Jupiter,   -1.5344E+11,   -7.6948E+11,    0.0000E+00,          275280000.
Sun,    8.8895E+08,    4.1776E+09,    0.0000E+00,          275340000.
Jupiter,   -1.5268E+11,   -7.6962E+11,    0.0000E+00,          275340000.
Sun,    8.8822E+08,    4.1785E+09,    0.0000E+00,          275400000.
Jupiter,   -1.5191E+11,   -7.6976E+11,    0.0000E+00,          275400000.
Sun,    8.8749E+08,    4.1794E+09,    0.0000E+00,          275460000.
Jupiter,   -1.5115E+11,   -7.6991E+11,    0.0000E+00,          275460000.
Sun,    8.8676E+08,    4.1803E+09,    0.0000E+00,          275520000.
Jupiter,   -1.5039E+11,   -7.7005E+11,    0.0000E+00,          275520000.
Sun,    8.8604E+08,    4.1812E+09,    0.0000E+00,          275580000.
Jupiter,   -1.4963E+11,   -7.7019E+11,    0.0000E+00,          275580000.
Sun,    8.8531E+08,    4.1821E+09,    0.0000E+00,          275640000.
Jupiter,   -1.4886E+11,   -7.7033E+11,    0.0000E+00,          275640000.
Sun,    8.8458E+08,    4.1829E+09,    0.0000E+00,          275700000.
Jupiter,   -1.4810E+11,   -7.7047E+11,    0.0000E+00,          275700000.
Sun,    8.8385E+08,    4.1838E+09,    0.0000E+00,          275760000.
Jupiter,   -1.4734E+11,   -7.7060E+11,    0.0000E+00,          275760000.
Sun,    8.8312E+08,    4.1847E+09,    0.0000E+00,          275820000.
Jupiter,   -1.4658E+11,   -7.7074E+11,    0.0000E+00,          275820000.
Sun,    8.8239E+08,    4.1856E+09,    0.0000E+00,          275880000.
Jupiter,   -1.4581E+11,   -7.7088E+11,    0.0000E+00,          275880000.
Sun,    8.8167E+08,    4.1865E+09,    0.0000E+00,          275940000.
Jupiter,   -1.4505E+11,   -7.7101E+11,    0.0000E+00,          275940000.
Sun,    8.8094E+08,    4.1873E+09,    0.0000E+00,          276000000.
Jupiter,   -1.4429E+11,   -7.7115E+11,    0.0000E+00,          276000000.
Sun,    8.8021E+08,    4.1882E+09,    0.0000E+00,          276060000.
Jupiter,   -1.4352E+11,   -7.7128E+11,    0.0000E+00,          276060000.
Sun,    8.7948E+08,    4.1891E+09,    0.0000E+00,          276120000.
Jupiter,   -1.4276E+11,   -7.7141E+11,    0.0000E+00,          276120000.
Sun,    8.7875E+08,    4.1900E+09,    0.0000E+00,          276180000.
Jupiter,   -1.4199E+11,   -7.7155E+11,    0.0000E+00,          276180000.
Sun,    8.7802E+08,    4.1909E+09,    0.0000E+00,          276240000.
Jupiter,   -1.4123E+11,   -7.7168E+11,    0.0000E+00,          276240000.
Sun,    8.7729E+08,    4.1917E+09,    0.0000E+00,          276300000.
Jupiter,   -1.4047E+11,   -7.7181E+11,    0.0000E+00,          276300000.
Sun,    8.7656E+08,    4.1926E+09,    0.0000E+00,          276360000.
Jupiter,   -1.3970E+11,   -7.7194E+11,    0.0000E+00,          276360000.
Sun,    8.7583E+08,    4.1935E+09,    0.0000E+00,          276420000.
Jupiter,   -1.3894E+11,   -7.7207E+11,    0.0000E+00,          276420000.
Sun,    8.7510E+08,    4.1944E+09,    0.0000E+00,          276480000.
Jupiter,   -1.3817E+11,   -7.7220E+11,    0.0000E+00,          276480000.
Sun,    8.7437E+08,    4.1952E+09,    0.0000E+00,          276540000.
Jupiter,   -1.3741E+11,   -7.7233E+11,    0.0000E+00,          276540000.
Sun,    8.7364E+08,    4.1961E+09,    0.0000E+00,          276600000.
Jupiter,   -1.3664E+11,   -7.7245E+11,    0.0000E+00,          276600000.
Sun,    8.7291E+08,    4.1970E+09,    0.0000E+00,          276660000.
Jupiter,   -1.3588E+11,   -7.7258E+11,    0.0000E+00,          276660000.
Sun,    8.7218E+08,    4.1978E+09,    0.0000E+00,          276720000.
Jupiter,   -1.3511E+11,   -7.7271E+11,    0.0000E+00,          276720000.
Sun,    8.7145E+08,    4.1987E+09,    0.0000E+00,          276780000.
Jupiter,   -1.3435E+11,   -7.7283E+11,    0.0000E+00,          276780000.
Sun,    8.7072E+08,    4.1996E+09,    0.0000E+00,          276840000.
Jupiter,   -1.3358E+11,   -7.7296E+11,    0.0000E+00,          276840000.
Sun,    8.6999E+08,    4.2004E+09,    0.0000E+00,          276900000.
Jupiter,   -1.3282E+11,   -7.7308E+11,    0.0000E+00,          276900000.
Sun,    8.6926E+08,    4.2013E+09,    0.0000E+00,          276960000.
Jupiter,   -1.3205E+11,   -7.7320E+11,    0.0000E+00,          276960000.
Sun,    8.6853E+08,    4.2022E+09,    0.0000E+00,          277020000.
Jupiter,   -1.3128E+11,   -7.7332E+11,    0.0000E+00,          277020000.
Sun,    8.6780E+08,    4.2030E+09,    0.0000E+00,          277080000.
Jupiter,   -1.3052E+11,   -7.7345E+11,    0.0000E+00,          277080000.
Sun,    8.6706E+08,    4.2039E+09,    0.0000E+00,          277140000.
Jupiter,   -1.2975E+11,   -7.7357E+11,    0.0000E+00,          277140000.
Sun,    8.6633E+08,    4.2048E+09,    0.0000E+00,          277200000.
Jupiter,   -1.2899E+11,   -7.7369E+11,    0.0000E+00,          277200000.
Sun,    8.6560E+08,    4.2056E+09,    0.0000E+00,          277260000.
Jupiter,   -1.2822E+11,   -7.7381E+11,    0.0000E+00,          277260000.
Sun,    8.6487E+08,    4.2065E+09,    0.0000E+00,          277320000.
Jupiter,   -1.2745E+11,   -7.7392E+11,    0.0000E+00,          277320000.
Sun,    8.6414E+08,    4.2074E+09,    0.0000E+00,          277380000.
Jupiter,   -1.2669E+11,   -7.7404E+11,    0.0000E+00,          277380000.
Sun,    8.6341E+08,    4.2082E+09,    0.0000E+00,          277440000.
Jupiter,   -1.2592E+11,   -7.7416E+11,    0.0000E+00,          277440000.
Sun,    8.6267E+08,    4.2091E+09,    0.0000E+00,          277500000.
Jupiter,   -1.2515E+11,   -7.7427E+11,    0.0000E+00,          277500000.
Sun,    8.6194E+08,    4.2100E+09,    0.0000E+00,          277560000.
Jupiter,   -1.2439E+11,   -7.7439E+11,    0.0000E+00,          277560000.
Sun,    8.6121E+08,    4.2108E+09,    0.0000E+00,          277620000.
Jupiter,   -1.2362E+11,   -7.7450E+11,    0.0000E+00,          277620000.
Sun,    8.6048E+08,    4.2117E+09,    0.0000E+00,          277680000.
Jupiter,   -1.2285E+11,   -7.7462E+11,    0.0000E+00,          277680000.
Sun,    8.5975E+08,    4.2125E+09,    0.0000E+00,          277740000.
Jupiter,   -1.2209E+11,   -7.7473E+11,    0.0000E+00,          277740000.
Sun,    8.5901E+08,    4.2134E+09,    0.0000E+00,          277800000.
Jupiter,   -1.2132E+11,   -7.7484E+11,    0.0000E+00,          277800000.
Sun,    8.5828E+08,    4.2142E+09,    0.0000E+00,          277860000.
Jupiter,   -1.2055E+11,   -7.7495E+11,    0.0000E+00,          277860000.
Sun,    8.5755E+08,    4.2151E+09,    0.0000E+00,          277920000.
Jupiter,   -1.1978E+11,   -7.7507E+11,    0.0000E+00,          277920000.
Sun,    8.5681E+08,    4.2160E+09,    0.0000E+00,          277980000.
Jupiter,   -1.1901E+11,   -7.7518E+11,    0.0000E+00,          277980000.
Sun,    8.5608E+08,    4.2168E+09,    0.0000E+00,          278040000.
Jupiter,   -1.1825E+11,   -7.7528E+11,    0.0000E+00,          278040000.
Sun,    8.5535E+08,    4.2177E+09,    0.0000E+00,          278100000.
Jupiter,   -1.1748E+11,   -7.7539E+11,    0.0000E+00,          278100000.
Sun,    8.5462E+08,    4.2185E+09,    0.0000E+00,          278160000.
Jupiter,   -1.1671E+11,   -7.7550E+11,    0.0000E+00,          278160000.
Sun,    8.5388E+08,    4.2194E+09,    0.0000E+00,          278220000.
Jupiter,   -1.1594E+11,   -7.7561E+11,    0.0000E+00,          278220000.
Sun,    8.5315E+08,    4.2202E+09,    0.0000E+00,          278280000.
Jupiter,   -1.1517E+11,   -7.7571E+11,    0.0000E+00,          278280000.
Sun,    8.5241E+08,    4.2211E+09,    0.0000E+00,          278340000.
Jupiter,   -1.1441E+11,   -7.7582E+11,    0.0000E+00,          278340000.
Sun,    8.5168E+08,    4.2219E+09,    0.0000E+00,          278400000.
Jupiter,   -1.1364E+11,   -7.7592E+11,    0.0000E+00,          278400000.
Sun,    8.5095E+08,    4.2228E+09,    0.0000E+00,          278460000.
Jupiter,   -1.1287E+11,   -7.7603E+11,    0.0000E+00,          278460000.
Sun,    8.5021E+08,    4.2236E+09,    0.0000E+00,          278520000.
Jupiter,   -1.1210E+11,   -7.7613E+11,    0.0000E+00,          278520000.
Sun,    8.4948E+08,    4.2245E+09,    0.0000E+00,          278580000.
Jupiter,   -1.1133E+11,   -7.7623E+11,    0.0000E+00,          278580000.
Sun,    8.4875E+08,    4.2253E+09,    0.0000E+00,          278640000.
Jupiter,   -1.1056E+11,   -7.7634E+11,    0.0000E+00,          278640000.
Sun,    8.4801E+08,    4.2262E+09,    0.0000E+00,          278700000.
Jupiter,   -1.0979E+11,   -7.7644E+11,    0.0000E+00,          278700000.
Sun,    8.4728E+08,    4.2270E+09,    0.0000E+00,          278760000.
Jupiter,   -1.0902E+11,   -7.7654E+11,    0.0000E+00,          278760000.
Sun,    8.4654E+08,    4.2279E+09,    0.0000E+00,          278820000.
Jupiter,   -1.0825E+11,   -7.7664E+11,    0.0000E+00,          278820000.
Sun,    8.4581E+08,    4.2287E+09,    0.0000E+00,          278880000.
Jupiter,   -1.0748E+11,   -7.7673E+11,    0.0000E+00,          278880000.
Sun,    8.4507E+08,    4.2295E+09,    0.0000E+00,          278940000.
Jupiter,   -1.0672E+11,   -7.7683E+11,    0.0000E+00,          278940000.
Sun,    8.4434E+08,    4.2304E+09,    0.0000E+00,          279000000.
Jupiter,   -1.0595E+11,   -7.7693E+11,    0.0000E+00,          279000000.
Sun,    8.4360E+08,    4.2312E+09,    0.0000E+00,          279060000.
Jupiter,   -1.0518E+11,   -7.7703E+11,    0.0000E+00,          279060000.
